Binomial,authors,order,family,genus,species,WCVP_URL,POWO_URL,IPNI_URL,accepted_WCVP_URL,StaceIV_nativity,Atlas_nativity_viaALIENATT_PLANTATT,Stace_Crawley_nativity_aliens,SLA,LDMC,seed_mass,leaf_area,mean_veg_height,max_veg_height,L_PLANTATT,F_PLANTATT,R_PLANTATT,N_PLANTATT,S_PLANTATT,L_Doring,F_Doring,R_Doring,N_Doring,S_Doring,T_Doring,ECPE_CSR,predicted_CSR,growth_form,succulence,life_form,biome,origin,TDWG_level_1_code,GB_Man_hectads_post2000,Ire_hectads_post2000,CI_hectads_post2000,GB_Man_hectads_1987_1999,Ire_hectads_1987_1999,CI_hectads_1987_1999,GB_Man_hectads_2000_2009,Ire_hectads_2000_2009,CI_hectads_2000_2009,GB_Man_hectads_2010_2019,Ire_hectads_2010_2019,CI_hectads_2010_2019,hybrid_propensity,scaled_hybrid_propensity,BOLD_link1,BOLD_link2,BOLD_link3,GS_1C_pg,GS_2C_pg,GS_1C_Mbp,GS_2C_Mbp,from_BI_material,data_source,sporophytic_chromosome_number,infraspecific_variation_chrom_number,other_reported_sporophytic_chromosome_number,source_of_other_chrom_num,AccSpeciesName,Actual EvapoTranspiration,After-ripening requirement,Altitude,Altitude (maximum recorded),Altitude (minimum recorded),Altitude (typical minimum),Annual precipitation,Annual seed dispersal,Appendages on dispersal unit,Average annual relative humidity,Average number of ground frost days per year (sum) (FRS),British distribution (post 1949 records),Carnivory,Change Index,Chromosome cDNA content,Chromosome number,Chromosome ploidy,Cleistogamy,Clonality,Cloud cover,"Comments, notes, methods","Dicliny (monoeceous, dioecious, hermaphrodite)",Dispersal syndrome (agent),Dispersal unit (dispersule / diaspore) length,EW Index,Ecosystem rooting depth,Ellenberg indicator value: Light,Ellenberg indicator value: Moisture,Ellenberg indicator value: Salt tolerance,Ellenberg indicator value: nitrogen,Ellenberg indicator value: pH (reaction),End of flowering,Epoch,Exposure,Fern  and moss spore width (diameter),Fertilization,Fine root diameter,First historical record: 1. date,First historical record: 2. site,Flower pollen ovule ratio,Flowering period: peak month,Fraction of absorbed photosynthetic active radiation (FAPAR) of the site,GPP of the site,Genera growth form,Germination requirements 1. chilling,Germination requirements 2. light,Germination requirements 3. temperature fluctuation,Germination type,Habitat / plot description,Heteromorphy,Heterophylly,Identifier within contributed dataset (ID),Inbreeding,Incompatibility systems,Intensity of mycorrhizal infection,January mean temperature,July mean temperature,Latitude,Leaf Relative water content (water content / water content at saturation),Leaf Water content (molar) per leaf dry mass (WCd),Leaf Water content saturating (molar) (WCs),Leaf Water content total (molar) (WCt),Leaf area index of the site (LAI),Leaf area: in case of compound leaves undefined if leaf or leaflet; undefined if petiole and rhachis in- or excluded,Leaf carbon content per area,Leaf carbon content per dry mass,Leaf carbon/nitrogen (C/N) ratio,Leaf carotenoid content per dry mass,Leaf chlorophyll a content per dry mass,Leaf chlorophyll a+b content per area,Leaf chlorophyll a/b ratio,Leaf chlorophyll b content per dry mass,Leaf chlorophyll content (a+b) per dry mass,Leaf compoundness,Leaf dry matter content per leaf water-saturated mass (LDMC),Leaf lamina thickness,"Leaf lifespan (longevity, retention time, LL)",Leaf nitrogen content per area (Narea),Leaf nitrogen content per dry mass (Nmass),Leaf petiole length,Leaf phenology type,Leaf phosphorus content per area (Parea),Leaf phosphorus content per dry mass (Pmass),Leaf position,Leaf respiration per area at leaf temperature,Leaf respiration per dry mass,Leaf shape: 2. outline,Leaf shape: 3. pointed/round,Leaf shape: 4. length versus breadth,Leaf shape: 5. leaf base,Leaf shape: 6. leaf petiole type,Leaf thickness,Leaf tissue density,Leaf transpiration (molar) per dry mass,Leaf transpiration rate per dry mass (daytime),Leaf water content per leaf dry mass,"Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)",Leaf water content saturating,Leaf water content total,Leaf water saturation deficit,Length of growing season (LGP),Location / Site Name,Location Country,Longitude,Major Phylogenetic Group,Maximum Green Vegetation Fraction,Maximum depth of leaves in the canopy,Maximum temperature at which 50% seeds germinate,Maximum temperature of germination,Mean annual sum of potential evapotranspiration (PET),Mean annual temperature (MAT),Mean clear-sky surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud forcing surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean number of wet days per year,Mean sum of annual precipitation (PPT / MAP / TAP),Mid Point,Minimum temperature at which 50% seeds germinate,Minimum temperature germination,Mono/poly carpic,Mycorrhizal type,NDVI of the site,NPP of the site (2),Net primary productivity of the site (NPP),Normal method of propagation,Northern Limit in Britain,Northern Limit in Europe,Number of European countries in which native,Nutrition (autotroph versus heterotroph),"Onset of flowering (first flowering date, beginning of flowering period)",Order,Photoperiodism: threshold value (h),Photoperiodism: type,Photosynthesis per leaf area at leaf temperature (A_area),Photosynthesis per leaf dry mass (Amass),Physical defences on buds,Physical defences on flowers/fruits,Physical defences on leaves,Physical defences on stems,Plant age at first flowering (primary juvenil period),Plant growth form,Plant height (unspecified if vegetative or reproductive),Plant life form (Raunkiaer life form),Plant photosynthetic pathway,Plant relative growth rate (RGR),Pollen viability,Pollen: 1. mono/di-morphic,Pollen: 2. diameter (um),Pollination syndrome (pollen vector),Precipitation Seasonality (Coefficient of Variation),Precipitation of Coldest Quarter,Precipitation of Driest Month,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Wettest Month,Precipitation of Wettest Quarter,Priestley-Taylor alpha coefficient,Range: 1. european countries where native,Range: 2. european countries where introduced,Range: 3. continents where native,Range: 4. continents where introduced,Reference / source,Root architecture / root system / root habit,Root hair length,Root hairs,"Root persistence (livespan, longevity)",Root rooting depth ,SLA: undefined if petiole in- or excluded,SN Index,Salinity Tolerance,Seed / ovule ratio,Seed dry mass,Seed length (largest dimension length),Seed number per plant,Seed shedding season (time of seed dispersal),Seed viability,Seedbank density,Seedbank longevity,Seedbank type,Seeds per flower,Soil C content per ground area,Soil N content per ground area,Soil bulk density,Soil field capacity,Soil ph,Soil plant available water capacity of rooting zone (derived from remote sensing) 1,Soil plant available water capacity of rooting zone (derived from remote sensing) 2,Soil profile available water capacity,Soil thermal capacity,Soil water content (SWC),Soil wilting point,Solar radiation (kJ m-2 day-1),Southern Limit in Europe,Species conservation status,Species continentality,Species eastern limit,Species nutrient requirements (in soil),Species nutrient requirements (in water),Species occurance dynamics (increasing / decreasing),Species origin,"Species pH requirement ( soil, extreme minimum)","Species pH requirement ( soil, typical minimum)","Species pH requirement (soil, extreme maximum)","Species pH requirement (soil, typical maximum)","Species pH requirement (water, extreme maximum)","Species pH requirement (water, extreme minimum)","Species pH requirement (water, typical maximum)","Species pH requirement (water, typical minimum)",Species rarity status,Species soil moisture requirements (drainage),Species soil moisture requirements (supply),Species soil moisture requirements (water table),Species status (nativity at growth location),Species synonyms (alternative name),Spread (plant height versus plant width relationshp)),Stem longevity,Stem self-supporting,Stomata density,Stomata density on lower surface,Stomata density on upper surface,Stomata distribution (surfaces present),Subclass,Temperature sum of growing degree days (GDD),Temperature: Annual Range,Temperature: Isothermality (BIO2/BIO7) (* 100),Temperature: Max Temperature of Warmest Month,Temperature: Mean Diurnal Range (Mean of monthly (max temp - min temp)),Temperature: Mean Temperature of Coldest Quarter,Temperature: Mean Temperature of Driest Quarter,Temperature: Mean Temperature of Warmest Quarter,Temperature: Mean Temperature of Wettest Quarter,Temperature: Min Temperature of Coldest Month,Temperature: Seasonality (standard deviation *100),Terrestrial chlorophyll index of the site,Time (season) of germination (seedling emergence),Tolerance (resistance) to heavy metals,Tolerance to drought,Tolerance to frost (non-woody tissue),Tolerance to frost (seedlings),Tolerance to grazing,Tolerance to shade,Typical abundance where naturally occurring,Vegetation type / Biome,Vegetative regeneration / reproduction (clonal spread),Vegetative reproduction: pattern forming,Water vapor pressure (kPa),Wetness/Humidity/Aridity of area where samples were taken,Wind speed (m s-1),Woodiness
alchemilla monticola,Opiz,Rosales,Rosaceae,Alchemilla,monticola,https://wcvp.science.kew.org/taxon/20011043-1,http://plantsoftheworldonline.org/taxon/20011043-1,https://ipni.org/n/20011043-1,,N,N,,17.95066929,0.235103333,0.535,2895.26,0.270714286,0.4,7,4,6,4,0,7,4,6,4,0,,S/CSR,C/CSR,Herb,,hemicryptophyte,Boreo-Temperate,,,8,0,0,4,0,0,5,0,0,7,0,0,,,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1178-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1002-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1004-14,1.68,3.35,1638.19,3276.38,n,marda et al. 2019,,,101-110,marda et al. 2019,Alchemilla monticola,407,,6,,,,1084,,,84,235.8,,does not kill insects,,,c. 101,,,Little or no vegetative spread,72.7,,hermaphrodite,,,2.53,0.600000024,7,,0,4,,9,,,,apomictic,,,,,,0.57655555,1214.9,,,,,,,,,21918.5,,,,1.299999952,13,58.83333333,,496.3009961,,,2.102916718,,,47.5,18.92430279,,,,,,,simple,230.9,,,,2.51,,,,,,,,lobed and toothed,rounded,length = width,cordate,petiolate,,,,,3.330879169,76.91,,,,8,South East Baltic Sea,Sweden,17.4,Angiosperms,92,,,,572,6.395833269,134.2987518,-47.97874832,86.32191467,154.4,568,,,,,,0.429692715,547.7999878,668.3,,,>65,20,autotrophic,6,Rosales,,,,,,,hairy,,,H,40,hemicryptophyte,C3,,,,,,27.65039554,120,28,94,171,66,185,71,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,191.3979,4.4,,,,,,,,,,,,15.91460037,1911.27002,1.300600052,392.2260132,5.793000221,144.3999939,154.699997,236.7290039,1.047279954,80,155.496994,9912.083333,No,,Continental,European,infertile,,,Neophyt in British Islands,,,,,,,,,Rare,,,,native,,height = width,<1,decumbent,,,,,Magnoliidae,1322,26.30000019,27.53485366,19,7.241666565,-1.666666706,0.700000068,15.51666641,14.64999962,-7.300000191,700.4785849,1.860307932,,,,,,,none,,4,branching root stock,patch-forming,0.841666656,0.9178,4.625,non-woody
alchemilla subcrenata,Buser,Rosales,Rosaceae,Alchemilla,subcrenata,https://wcvp.science.kew.org/taxon/721160-1,http://plantsoftheworldonline.org/taxon/721160-1,https://ipni.org/n/721160-1,,N,N,,19.7425,0.218774167,,2107.852,0.4625,0.5,7,4,6,5,0,7,4,6,5,0,,S/CSR,CSR,Herb,,hemicryptophyte,Boreo-Temperate,,,6,0,0,2,0,0,5,0,0,2,0,0,,,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1001-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK998-14,,,,,,,,,,,,Alchemilla subcrenata,488,,223,,,,1125,,,79,233.85,,does not kill insects,,,104-110,,,Little or no vegetative spread,80.2,,hermaphrodite,,,2.3,0.550000012,7,4,0,5,,9,,,,apomictic,,,,,,0.57655555,989.9,,,,,,,,,11455.5,,,,0.899999976,12.60000038,57.52387395,,521.1797484,,,2.102916718,,,,,,,,,,,simple,222.675,,,,,,,,,,,,lobed and toothed,rounded,length = width,cordate,petiolate,,,,,3.497850661,77.7325,,,,7.5,,GERMANY,10.55023673,Angiosperms,92.5,,,,575,6.245833283,134.1656265,-55.53762627,78.63083267,211.8,975,,,,,,0.490113273,528.9000092,525.3,,,>65,17,autotrophic,6,Rosales,,,,,,,soft hairs,glabrous,,H,50,hemicryptophyte,C3,,,,,,18.13197236,255.5,59,197,250,105.5,291,84.5,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,195,4.4,,,,,,,,,,,,18.26375008,1736.140015,1.242970049,407.4695129,5.711999893,77.69999695,120.5499992,254.7384949,1.003829986,87.5,152.7304993,9263.958333,No,Endangered,Continental,European,fertile,,,Neophyt in British Islands,,,,,,,,,Rare,,,,native,,height = width,<1,self-supporting,,,,,Magnoliidae,1114,23.35000038,29.53001453,17.60000038,6.891666741,-1.025000016,3.449999996,14.17499987,4.874999972,-5.75,621.4296831,1.894713342,,,,,,,none,,11,branching root stock,patch-forming,0.791666672,1.517,4.37499997,non-woody
alchemilla tytthantha,Juz.,Rosales,Rosaceae,Alchemilla,tytthantha,https://wcvp.science.kew.org/taxon/721050-1,http://plantsoftheworldonline.org/taxon/721050-1,https://ipni.org/n/721050-1,,Neo-natd,AN,Neo-natd,,,,,,,,,,,,,,,,,,,,Herb,,hemicryptophyte,,Crimea,1,2,0,0,5,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alchemilla venosa,Juz.,Rosales,Rosaceae,Alchemilla,venosa,https://wcvp.science.kew.org/taxon/721062-1,http://plantsoftheworldonline.org/taxon/721062-1,https://ipni.org/n/721062-1,,Neo-natd,,Neo-natd,,,,,,,,,,,,,,,,,,,,Herb,,hemicryptophyte,,Caucasus,"1, 3",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alchemilla vulgaris,L.,Rosales,Rosaceae,Alchemilla,vulgaris,https://wcvp.science.kew.org/taxon/721079-1,http://plantsoftheworldonline.org/taxon/721079-1,https://ipni.org/n/721079-1,,,,,,,,,0.05,0.05,7,5,6,4,0,7,5,6,4,0,,,,Herb,,hemicryptophyte,,,,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alchemilla wichurae,(Buser) Stefánsson,Rosales,Rosaceae,Alchemilla,wichurae,https://wcvp.science.kew.org/taxon/8171-2,http://plantsoftheworldonline.org/taxon/8171-2,https://ipni.org/n/8171-2,,N,N,,,,,,0.18,0.2,7,5,5,3,0,7,5,5,3,0,,,,Herb,,hemicryptophyte,Boreal montane,,,61,0,0,39,0,0,27,0,0,55,0,0,,,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1245-20,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK999-14,,,,,,,,,,,,Alchemilla wichurae,,,,915,0,,1992,,,,,30,does not kill insects,,,103-106,,,Little or no vegetative spread,,,hermaphrodite,,,3.66,,7,,,3,5,9,,,,apomictic,,,,,,,,,,,,,,,,,,,,0.899999976,12,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,lobed and toothed,rounded,length = width,cordate,petiolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seed and vegetative,,>65,8,autotrophic,6,,,,,,,,hairy,,,,20,hemicryptophyte,C3,,,,,,,,,,,,,,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,No,,Not continental,European,infertile,,,Neophyt in British Islands,,,,,,,,,Scarce,,,,native,,height = width,<1,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,none,,Boreal montane,branching root stock,patch-forming,,,,non-woody
alchemilla xanthochlora,Rothm.,Rosales,Rosaceae,Alchemilla,xanthochlora,https://wcvp.science.kew.org/taxon/721091-1,http://plantsoftheworldonline.org/taxon/721091-1,https://ipni.org/n/721091-1,,N,N,,19.48,0.250083091,0.4077,6905.964286,0.265131818,0.7,6,5,6,4,0,6,5,6,4,0,,S/CSR,C/CSR,Herb,,hemicryptophyte,Temperate,,,827,183,0,765,192,0,526,98,0,704,149,0,,,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK352-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK351-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2840-12,1.65,3.3,1612.87,3225.75,n,marda et al. 2019,c.107,n,ca 105,marda et al. 2019,Alchemilla xanthochlora,574,,1354,,,,1174,,,84,292.3,,does not kill insects,,,c. 105,,,Little or no vegetative spread,72.2,,hermaphrodite,,,3.91,0.899999976,,5,0,4,,9,,,,apomictic,,,,,,0.43527779,1242.9,,,,,,,,,30434,,,normally mycorrhizal,2.799999952,13.89999962,47.12,,647.4932913,,,1.600694418,,,,,,,,,,,simple,187.07,,,,3.0586143,,,,,,,,lobed and toothed,pointed,length = width,cordate,petiolate,,,,,4.345592559,81.293,,,,7,,GERMANY,11.28,Angiosperms,95,,,,646,5.175000002,169.3917542,-60.1764183,109.2191696,189.9,1047,,,,,arbuscular,0.499144524,595.0999756,708.6,,,60-65,21,autotrophic,6,Rosales,,,,,,,hairy,,,H,,hemicryptophyte,C3,,,,,,32.7245911,166,50,166,308,134,385,92,,,Europe,North America,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,203.4,4.96,,,,,,,,,,,,16.96820068,1877.449951,1.280220032,415.8930054,5.300000191,35.70000076,35.70000076,248.4519959,1.031200051,92,167.4409943,12200.58333,No,,Not continental,European,fertile,,,Neophyt in British Islands,,,,,,,,,Present,,,,native,,height = width,<1,self-supporting,,,,,Magnoliidae,627,23.20000029,31.35775912,17.39999962,7.275000205,-2.133333306,-2.133333306,13.01666665,9.75000008,-7.400000095,600.958838,2.027083397,,,,,,,none,,5,branching root stock,patch-forming,0.673333332,1.5835,3.241666675,non-woody
alisma gramineum,Lej.,Alismatales,Alismataceae,Alisma,gramineum,https://wcvp.science.kew.org/taxon/77097302-1,http://plantsoftheworldonline.org/taxon/77097302-1,https://ipni.org/n/77097302-1,,N,N,,,,0.4565,,0.26965,0.6,7,11,7,4,0,7,11,7,4,0,7,,,Aquatic,,helophyte / hydrophyte,Temperate,,,4,0,0,5,0,0,3,0,0,2,0,0,,,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK599-14,,,10.14,20.28,9918.91,19837.81,n,marda et al. 2019,,,14,"marda et al. 2019, Zonneveld, 2019",Alisma gramineum,,,,,,,612,,,,,4,does not kill insects,,,14,,some cleistogamous flowers,Little or no vegetative spread,,,hermaphrodite,,,1.38,,,11,0,,7,8,,,,,,1920,"Droitwich, Worcs.",,,,,,,,,,,,,,,,,3.5,16.20000076,,,,,,,,,,,,,,,,,simple,,,,,,,,,,submerged,,,entire,pointed,>3 times as long as wide,parallel-sided,petiolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seed,,55-60,18,autotrophic,6,,,,,,,,glabrous,,,,15,Perennial hydrophyte,C3,,,,28,insect,,,,,,,,,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,,2.19,fresh,,,,,,,,,,,,,,,,,,,,,,,No,Critically Endangered,Continental,Circumpolar,fertile,eutrophic,,Neophyt in British Islands,,,,,,,,,Rare,,,,native,,height > width,,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,none,scattered,Temperate,,,,,,non-woody
alisma lanceolatum,With.,Alismatales,Alismataceae,Alisma,lanceolatum,https://wcvp.science.kew.org/taxon/1047073-2,http://plantsoftheworldonline.org/taxon/1047073-2,https://ipni.org/n/1047073-2,,N,N,,29.34715032,0.1172312,0.396336364,1850.8532,0.503125,1,8,10,7,7,0,7,10,7,5,0,7,,CR,Aquatic,,helophyte / hemicryptophyte,Southern Temperate,,,345,43,0,309,28,0,207,20,0,249,34,0,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK595-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA021-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1221-12,18.3,36.6,17934,35868,y,C-ValueDB,28,n,"26, 28","C-ValueDB, marda et al. 2019, Zonneveld, 2019",Alisma lanceolatum,,,,,,,757,,,,,127,does not kill insects,0.38,,27,,,Little or no vegetative spread,,,hermaphrodite,,,3.4,,,10,0,7,,8,,,,,,,,,,,,,partial,,,,,,environmental,,,,rarely mycorrhizal,3.700000048,16,,,,,,,,,,,,,,,,,simple,,,,,,,,,,submerged,,,entire,pointed,>3 times as long as wide,cuneate,petiolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arbuscular,,,,seed,,55-60,30,autotrophic,6,,,,,,,,glabrous,,,,100,Perennial hydrophyte,C3,,,,,insect,,,,,,,,,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,,1.82,fresh,,,,,,,,,,,,,,,,,,,,,,,No,,Not continental,Euro-Siberian,fertile,eutrophic,,Neophyt in British Islands,,,,,,,,,Present,,,,native,,height > width,,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,none,scattered,Southern Temperate,,,,,,non-woody
alisma plantago-aquatica,L.,Alismatales,Alismataceae,Alisma,plantago-aquatica,https://wcvp.science.kew.org/taxon/30019518-2,http://plantsoftheworldonline.org/taxon/30019518-2,https://ipni.org/n/30019518-2,,N,N,,27.9810333,0.165652187,0.40996875,12429.30455,0.602814286,1,7,10,7,7,0,7,10,7,7,0,,R/CR,C/CR,Aquatic,,helophyte / hemicryptophyte,Wide Temperate,,,1615,588,7,1597,572,7,1260,305,4,1462,520,6,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNB228-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA022-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1218-12,9.43,18.87,9245,18490,n,C-ValueDB,14,n,"14, 26","C-ValueDB, marda et al. 2019, Zonneveld, 2019",ALISMA PLANTAGO-AQUATICA,417,,89,381,0,,950,,,76,218.4,832,does not kill insects,-0.19,25.425,23,2,,Little or no vegetative spread,71.6,,hermaphrodite,water,2.4,4.24,0.800000012,,10,,7,,8,Oligocene,,,,,1597,,,,0.453541666,719.8,H,absolute,partial,,epigeal,Carex acuta+Alisma plantago-aquatica+Butomus umbellatus,,environmental,130603.5,,,rarely mycorrhizal,3.799999952,15.19999981,51.254977,97.48244844,273.5774667,7.332438238,280.6983831,1.382361054,100-1000,,,,0.82,,,,,3.73,simple,168.6533277,,,,,,aestival,,,submerged,,29.85074627,entire,pointed,>3 times as long as wide,rounded,petiolate,,,0.05795625,3.759057971,4.929323725,83.13466723,0.132116004,5.057628524,2.517551558,5,Khopersky reserve,Russia,41.768091,Angiosperms,88,>0.5m,,,788,6.250000065,137.8840027,-38.59983444,99.28400421,140,498,28.45,,,polycarpic,arbuscular,0.493257821,465.6000061,422.1,seed,,>65,29,autotrophic,6,Alismatales,,,,317.1641791,,,glabrous,,,H,20,Perennial hydrophyte,C3,,,,,wind,22.60204569,113,28,87,152,57,152,52,,,Europe,,"Sheremet'ev, 2005",,,present,,,186.5671642,2.71,fresh,,0.27,,>10000,summer,,6015.75,,long-term persistent,,11.65849972,1382.410034,1.471600056,412.0280151,7.176000118,135.1000061,158.5,245.8099976,1.176280022,59,166.2180023,10987.66667,No,,Not continental,Circumpolar,fertile,eutrophic,,Neophyt in British Islands,,,,,,,,,,,,,native,,height > width,,self-supporting,,36,50,both,Magnoliidae,2050,39.29999924,23.876166,24.89999962,9.383333057,-7.199999869,-0.783333321,19.21666654,19.21666654,-14.39999962,1091.729232,1.692184091,autumn,,,,,,none,frequent,4,,,0.769166663,0.6205,3.524999976,non-woody
alkekengi officinarum,Moench,Solanales,Solanaceae,Alkekengi,officinarum,https://wcvp.science.kew.org/taxon/814247-1,http://plantsoftheworldonline.org/taxon/814247-1,https://ipni.org/n/814247-1,,Neo-natd,,,,,,,,,,,,,,,,,,,,,,,,hemicryptophyte,,Europe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
